state,reporting_coverage,index,rate,year
Alaska,64,Larceny,1404,2013
Arizona,98,Larceny,957,2013
Arkansas,93,Larceny,856,2013
California,100,Larceny,532,2013
Colorado,97,Larceny,1069,2013
Connecticut,95,Larceny,545,2013
Delaware,100,Larceny,1008,2013
District of Columbia,0,Larceny,NA,2013
Florida,100,Larceny,1119,2013
Georgia,90,Larceny,860,2013
Hawaii,11,Larceny,791,2013
Idaho,100,Larceny,957,2013
Illinois,22,Larceny,1243,2013
Indiana,58,Larceny,1014,2013
Iowa,90,Larceny,1310,2013
Kansas,71,Larceny,601,2013
Kentucky,98,Larceny,528,2013
Louisiana,67,Larceny,1294,2013
Maine,100,Larceny,941,2013
Maryland,66,Larceny,954,2013
Massachusetts,96,Larceny,287,2013
Michigan,93,Larceny,610,2013
Minnesota,100,Larceny,1083,2013
Mississippi,43,Larceny,993,2013
Missouri,92,Larceny,1001,2013
Montana,96,Larceny,1224,2013
Nebraska,89,Larceny,1385,2013
Nevada,91,Larceny,809,2013
New Hampshire,89,Larceny,572,2013
New Jersey,96,Larceny,415,2013
New Mexico,65,Larceny,1247,2013
New York,53,Larceny,719,2013
North Carolina,89,Larceny,846,2013
North Dakota,99,Larceny,1007,2013
Ohio,72,Larceny,542,2013
Oklahoma,96,Larceny,863,2013
Oregon,37,Larceny,1129,2013
Pennsylvania,93,Larceny,688,2013
Rhode Island,100,Larceny,620,2013
South Carolina,96,Larceny,921,2013
South Dakota,92,Larceny,1097,2013
Tennessee,99,Larceny,884,2013
Texas,97,Larceny,696,2013
Utah,96,Larceny,1110,2013
Vermont,92,Larceny,265,2013
Virginia,100,Larceny,541,2013
Washington,85,Larceny,842,2013
West Virginia,86,Larceny,233,2013
Wisconsin,98,Larceny,1462,2013
Wyoming,95,Larceny,1278,2013
United States,84,Drug abuse,367,2013
Alabama,2,Drug abuse,181,2013
Alaska,64,Drug abuse,462,2013
Arizona,98,Drug abuse,555,2013
Arkansas,93,Drug abuse,282,2013
California,100,Drug abuse,227,2013
Colorado,97,Drug abuse,576,2013
Connecticut,95,Drug abuse,202,2013
Delaware,100,Drug abuse,538,2013
District of Columbia,0,Drug abuse,NA,2013
Florida,100,Drug abuse,437,2013
Georgia,90,Drug abuse,297,2013
Hawaii,11,Drug abuse,1061,2013
Idaho,100,Drug abuse,479,2013
Illinois,22,Drug abuse,1295,2013
Indiana,58,Drug abuse,262,2013
Iowa,90,Drug abuse,337,2013
Kansas,71,Drug abuse,358,2013
Kentucky,98,Drug abuse,156,2013
Louisiana,67,Drug abuse,485,2013
Maine,100,Drug abuse,404,2013
Maryland,66,Drug abuse,605,2013
Massachusetts,96,Drug abuse,61,2013
Michigan,93,Drug abuse,247,2013
Minnesota,100,Drug abuse,474,2013
Mississippi,43,Drug abuse,299,2013
Missouri,92,Drug abuse,446,2013
Montana,96,Drug abuse,377,2013
Nebraska,89,Drug abuse,684,2013
Nevada,91,Drug abuse,344,2013
New Hampshire,89,Drug abuse,476,2013
New Jersey,96,Drug abuse,448,2013
New Mexico,65,Drug abuse,391,2013
New York,53,Drug abuse,371,2013
North Carolina,89,Drug abuse,266,2013
North Dakota,99,Drug abuse,519,2013
Ohio,72,Drug abuse,197,2013
Oklahoma,96,Drug abuse,325,2013
Oregon,37,Drug abuse,789,2013
Pennsylvania,93,Drug abuse,349,2013
Rhode Island,100,Drug abuse,167,2013
South Carolina,96,Drug abuse,448,2013
South Dakota,92,Drug abuse,999,2013
Tennessee,99,Drug abuse,418,2013
Texas,97,Drug abuse,411,2013
Utah,96,Drug abuse,469,2013
Vermont,92,Drug abuse,123,2013
Virginia,100,Drug abuse,306,2013
Washington,85,Drug abuse,314,2013
West Virginia,86,Drug abuse,109,2013
Wisconsin,98,Drug abuse,598,2013
Wyoming,95,Drug abuse,850,2013
United States,84,Weapons,63,2013
Alabama,2,Weapons,23,2013
Alaska,64,Weapons,42,2013
Arizona,98,Weapons,31,2013
Arkansas,93,Weapons,42,2013
California,100,Weapons,103,2013
Colorado,97,Weapons,57,2013
Connecticut,95,Weapons,45,2013
Delaware,100,Weapons,85,2013
District of Columbia,0,Weapons,NA,2013
Florida,100,Weapons,44,2013
Georgia,90,Weapons,61,2013
Hawaii,11,Weapons,41,2013
Idaho,100,Weapons,63,2013
Illinois,22,Weapons,250,2013
Indiana,58,Weapons,48,2013
Iowa,90,Weapons,49,2013
Kansas,71,Weapons,21,2013
Kentucky,98,Weapons,21,2013
Louisiana,67,Weapons,81,2013
Maine,100,Weapons,14,2013
Maryland,66,Weapons,78,2013
Massachusetts,96,Weapons,26,2013
Michigan,93,Weapons,42,2013
Minnesota,100,Weapons,74,2013
Mississippi,43,Weapons,67,2013
Missouri,92,Weapons,60,2013
Montana,96,Weapons,17,2013
Nebraska,89,Weapons,56,2013
Nevada,91,Weapons,53,2013
New Hampshire,89,Weapons,6,2013
New Jersey,96,Weapons,74,2013
New Mexico,65,Weapons,43,2013
New York,53,Weapons,40,2013
North Carolina,89,Weapons,114,2013
North Dakota,99,Weapons,25,2013
Ohio,72,Weapons,35,2013
Oklahoma,96,Weapons,47,2013
Oregon,37,Weapons,43,2013
Pennsylvania,93,Weapons,98,2013
Rhode Island,100,Weapons,89,2013
South Carolina,96,Weapons,94,2013
South Dakota,92,Weapons,53,2013
Tennessee,99,Weapons,75,2013
Texas,97,Weapons,24,2013
Utah,96,Weapons,60,2013
Vermont,92,Weapons,22,2013
Virginia,100,Weapons,36,2013
Washington,85,Weapons,44,2013
West Virginia,86,Weapons,12,2013
Wisconsin,98,Weapons,124,2013
Wyoming,95,Weapons,48,2013
United States,85,Aggravated assault,93,2014
Alabama,2,Aggravated assault,11,2014
Alaska,64,Aggravated assault,189,2014
Arizona,94,Aggravated assault,80,2014
Arkansas,89,Aggravated assault,75,2014
California,100,Aggravated assault,118,2014
Colorado,97,Aggravated assault,67,2014
Connecticut,100,Aggravated assault,70,2014
Delaware,100,Aggravated assault,192,2014
District of Columbia,0,Aggravated assault,NA,2014
Florida,100,Aggravated assault,139,2014
Georgia,87,Aggravated assault,81,2014
Hawaii,11,Aggravated assault,87,2014
Idaho,100,Aggravated assault,42,2014
Illinois,22,Aggravated assault,103,2014
Indiana,73,Aggravated assault,103,2014
Iowa,91,Aggravated assault,112,2014
Kansas,68,Aggravated assault,66,2014
Kentucky,99,Aggravated assault,26,2014
Louisiana,61,Aggravated assault,142,2014
Maine,100,Aggravated assault,33,2014
Maryland,77,Aggravated assault,146,2014
Massachusetts,90,Aggravated assault,121,2014
Michigan,95,Aggravated assault,72,2014
Minnesota,100,Aggravated assault,78,2014
Mississippi,45,Aggravated assault,33,2014
Missouri,94,Aggravated assault,90,2014
Montana,96,Aggravated assault,74,2014
Nebraska,90,Aggravated assault,75,2014
Nevada,100,Aggravated assault,203,2014
New Hampshire,92,Aggravated assault,51,2014
New Jersey,95,Aggravated assault,82,2014
New Mexico,78,Aggravated assault,135,2014
New York,51,Aggravated assault,82,2014
North Carolina,90,Aggravated assault,82,2014
North Dakota,96,Aggravated assault,32,2014
Ohio,74,Aggravated assault,44,2014
Oklahoma,98,Aggravated assault,72,2014
Oregon,51,Aggravated assault,67,2014
Pennsylvania,97,Aggravated assault,145,2014
Rhode Island,100,Aggravated assault,50,2014
South Carolina,87,Aggravated assault,73,2014
South Dakota,89,Aggravated assault,74,2014
Tennessee,98,Aggravated assault,183,2014
Texas,99,Aggravated assault,62,2014
Utah,97,Aggravated assault,40,2014
Vermont,89,Aggravated assault,39,2014
Virginia,99,Aggravated assault,41,2014
Washington,92,Aggravated assault,73,2014
West Virginia,75,Aggravated assault,33,2014
Wisconsin,97,Aggravated assault,112,2014
Wyoming,90,Aggravated assault,50,2014
United States,85,Robbery,60,2014
Alabama,2,Robbery,23,2014
Alaska,64,Robbery,43,2014
Arizona,94,Robbery,32,2014
Arkansas,89,Robbery,30,2014
California,100,Robbery,67,2014
Colorado,97,Robbery,22,2014
Connecticut,100,Robbery,57,2014
Delaware,100,Robbery,160,2014
District of Columbia,0,Robbery,NA,2014
Florida,100,Robbery,90,2014
Georgia,87,Robbery,61,2014
Hawaii,11,Robbery,54,2014
Idaho,100,Robbery,5,2014
Illinois,22,Robbery,318,2014
Indiana,73,Robbery,51,2014
Iowa,91,Robbery,28,2014
Kansas,68,Robbery,19,2014
Kentucky,99,Robbery,47,2014
Louisiana,61,Robbery,46,2014
Maine,100,Robbery,4,2014
Maryland,77,Robbery,176,2014
Massachusetts,90,Robbery,45,2014
Michigan,95,Robbery,33,2014
Minnesota,100,Robbery,61,2014
Mississippi,45,Robbery,42,2014
Missouri,94,Robbery,55,2014
Montana,96,Robbery,3,2014
Nebraska,90,Robbery,42,2014
Nevada,100,Robbery,73,2014
New Hampshire,92,Robbery,22,2014
New Jersey,95,Robbery,89,2014
New Mexico,78,Robbery,3,2014
New York,51,Robbery,85,2014
North Carolina,90,Robbery,60,2014
North Dakota,96,Robbery,8,2014
Ohio,74,Robbery,52,2014
Oklahoma,98,Robbery,34,2014
Oregon,51,Robbery,35,2014
Pennsylvania,97,Robbery,97,2014
Rhode Island,100,Robbery,33,2014
South Carolina,87,Robbery,47,2014
South Dakota,89,Robbery,10,2014
Tennessee,98,Robbery,58,2014
Texas,99,Robbery,34,2014
Utah,97,Robbery,12,2014
Vermont,89,Robbery,4,2014
Virginia,99,Robbery,35,2014
Washington,92,Robbery,52,2014
West Virginia,75,Robbery,10,2014
Wisconsin,97,Robbery,92,2014
Wyoming,90,Robbery,2,2014
United States,85,Larceny,725,2014
Alabama,2,Larceny,949,2014
Alaska,64,Larceny,1187,2014
Arizona,94,Larceny,872,2014
Arkansas,89,Larceny,755,2014
California,100,Larceny,466,2014
Colorado,97,Larceny,1111,2014
Connecticut,100,Larceny,510,2014
Delaware,100,Larceny,1020,2014
District of Columbia,0,Larceny,NA,2014
Florida,100,Larceny,1059,2014
Georgia,87,Larceny,843,2014
Hawaii,11,Larceny,750,2014
Idaho,100,Larceny,916,2014
Illinois,22,Larceny,1123,2014
Indiana,73,Larceny,824,2014
Iowa,91,Larceny,1247,2014
Kansas,68,Larceny,514,2014
Kentucky,99,Larceny,491,2014
Louisiana,61,Larceny,1021,2014
Maine,100,Larceny,774,2014
Maryland,77,Larceny,928,2014
Massachusetts,90,Larceny,246,2014
Michigan,95,Larceny,500,2014
Minnesota,100,Larceny,954,2014
Mississippi,45,Larceny,910,2014
Missouri,94,Larceny,904,2014
Montana,96,Larceny,1104,2014
Nebraska,90,Larceny,1746,2014
Nevada,100,Larceny,742,2014
New Hampshire,92,Larceny,504,2014
New Jersey,95,Larceny,401,2014
New Mexico,78,Larceny,736,2014
New York,51,Larceny,634,2014
North Carolina,90,Larceny,785,2014
North Dakota,96,Larceny,984,2014
Ohio,74,Larceny,542,2014
Oklahoma,98,Larceny,813,2014
Oregon,51,Larceny,981,2014
Pennsylvania,97,Larceny,604,2014
Rhode Island,100,Larceny,580,2014
South Carolina,87,Larceny,807,2014
South Dakota,89,Larceny,1149,2014
Tennessee,98,Larceny,813,2014
Texas,99,Larceny,611,2014
Utah,97,Larceny,1008,2014
Vermont,89,Larceny,239,2014
Virginia,99,Larceny,506,2014
Washington,92,Larceny,712,2014
West Virginia,75,Larceny,211,2014
Wisconsin,97,Larceny,1739,2014
Wyoming,90,Larceny,1115,2014
United States,85,Drug abuse,339,2014
Alabama,2,Drug abuse,102,2014
Alaska,64,Drug abuse,391,2014
Arizona,94,Drug abuse,509,2014
Arkansas,89,Drug abuse,241,2014
California,100,Drug abuse,208,2014
Colorado,97,Drug abuse,625,2014
Connecticut,100,Drug abuse,195,2014
Delaware,100,Drug abuse,502,2014
District of Columbia,0,Drug abuse,NA,2014
Florida,100,Drug abuse,402,2014
Georgia,87,Drug abuse,252,2014
Hawaii,11,Drug abuse,1024,2014
Idaho,100,Drug abuse,456,2014
Illinois,22,Drug abuse,995,2014
Indiana,73,Drug abuse,231,2014
Iowa,91,Drug abuse,364,2014
Kansas,68,Drug abuse,347,2014
Kentucky,99,Drug abuse,146,2014
Louisiana,61,Drug abuse,336,2014
Maine,100,Drug abuse,384,2014
Maryland,77,Drug abuse,500,2014
Massachusetts,90,Drug abuse,47,2014
Michigan,95,Drug abuse,230,2014
Minnesota,100,Drug abuse,445,2014
Mississippi,45,Drug abuse,237,2014
Missouri,94,Drug abuse,398,2014
Montana,96,Drug abuse,385,2014
Nebraska,90,Drug abuse,867,2014
Nevada,100,Drug abuse,338,2014
New Hampshire,92,Drug abuse,507,2014
New Jersey,95,Drug abuse,422,2014
New Mexico,78,Drug abuse,388,2014
New York,51,Drug abuse,338,2014
North Carolina,90,Drug abuse,265,2014
North Dakota,96,Drug abuse,594,2014
Ohio,74,Drug abuse,206,2014
Oklahoma,98,Drug abuse,332,2014
Oregon,51,Drug abuse,546,2014
Pennsylvania,97,Drug abuse,335,2014
Rhode Island,100,Drug abuse,95,2014
South Carolina,87,Drug abuse,434,2014
South Dakota,89,Drug abuse,976,2014
Tennessee,98,Drug abuse,372,2014
Texas,99,Drug abuse,377,2014
Utah,97,Drug abuse,471,2014
Vermont,89,Drug abuse,37,2014
Virginia,99,Drug abuse,277,2014
Washington,92,Drug abuse,261,2014
West Virginia,75,Drug abuse,99,2014
Wisconsin,97,Drug abuse,557,2014
Wyoming,90,Drug abuse,890,2014
United States,85,Weapons,61,2014
Alabama,2,Weapons,11,2014
Alaska,64,Weapons,69,2014
Arizona,94,Weapons,26,2014
Arkansas,89,Weapons,36,2014
California,100,Weapons,91,2014
Colorado,97,Weapons,62,2014
Connecticut,100,Weapons,53,2014
Delaware,100,Weapons,124,2014
District of Columbia,0,Weapons,NA,2014
Florida,100,Weapons,46,2014
Georgia,87,Weapons,47,2014
Hawaii,11,Weapons,33,2014
Idaho,100,Weapons,44,2014
Illinois,22,Weapons,254,2014
Indiana,73,Weapons,44,2014
Iowa,91,Weapons,49,2014
Kansas,68,Weapons,17,2014
Kentucky,99,Weapons,27,2014
Louisiana,61,Weapons,60,2014
Maine,100,Weapons,12,2014
Maryland,77,Weapons,85,2014
Massachusetts,90,Weapons,28,2014
Michigan,95,Weapons,34,2014
Minnesota,100,Weapons,71,2014
Mississippi,45,Weapons,75,2014
Missouri,94,Weapons,50,2014
Montana,96,Weapons,22,2014
Nebraska,90,Weapons,77,2014
Nevada,100,Weapons,54,2014
New Hampshire,92,Weapons,6,2014
New Jersey,95,Weapons,89,2014
New Mexico,78,Weapons,36,2014
New York,51,Weapons,49,2014
North Carolina,90,Weapons,114,2014
North Dakota,96,Weapons,32,2014
Ohio,74,Weapons,36,2014
Oklahoma,98,Weapons,53,2014
Oregon,51,Weapons,36,2014
Pennsylvania,97,Weapons,89,2014
Rhode Island,100,Weapons,98,2014
South Carolina,87,Weapons,81,2014
South Dakota,89,Weapons,36,2014
Tennessee,98,Weapons,71,2014
Texas,99,Weapons,20,2014
Utah,97,Weapons,59,2014
Vermont,89,Weapons,14,2014
Virginia,99,Weapons,34,2014
Washington,92,Weapons,41,2014
West Virginia,75,Weapons,21,2014
Wisconsin,97,Weapons,149,2014
Wyoming,90,Weapons,52,2014
United States,83,Aggravated assault,88,2015
Alabama,75,Aggravated assault,51,2015
Alaska,100,Aggravated assault,169,2015
Arizona,75,Aggravated assault,82,2015
Arkansas,90,Aggravated assault,96,2015
California,99,Aggravated assault,106,2015
Colorado,94,Aggravated assault,78,2015
Connecticut,92,Aggravated assault,55,2015
Delaware,100,Aggravated assault,279,2015
District of Columbia,0,Aggravated assault,NA,2015
Florida,100,Aggravated assault,129,2015
Georgia,76,Aggravated assault,69,2015
Hawaii,81,Aggravated assault,56,2015
Idaho,92,Aggravated assault,70,2015
Illinois,22,Aggravated assault,94,2015
Indiana,71,Aggravated assault,85,2015
Iowa,80,Aggravated assault,163,2015
Kansas,65,Aggravated assault,59,2015
Kentucky,99,Aggravated assault,25,2015
Louisiana,53,Aggravated assault,146,2015
Maine,100,Aggravated assault,30,2015
Maryland,76,Aggravated assault,134,2015
Massachusetts,91,Aggravated assault,113,2015
Michigan,93,Aggravated assault,78,2015
Minnesota,96,Aggravated assault,88,2015
Mississippi,40,Aggravated assault,14,2015
Missouri,88,Aggravated assault,101,2015
Montana,86,Aggravated assault,74,2015
Nebraska,62,Aggravated assault,37,2015
Nevada,100,Aggravated assault,196,2015
New Hampshire,92,Aggravated assault,36,2015
New Jersey,91,Aggravated assault,74,2015
New Mexico,76,Aggravated assault,126,2015
New York,53,Aggravated assault,77,2015
North Carolina,69,Aggravated assault,81,2015
North Dakota,98,Aggravated assault,62,2015
Ohio,71,Aggravated assault,34,2015
Oklahoma,91,Aggravated assault,72,2015
Oregon,48,Aggravated assault,87,2015
Pennsylvania,94,Aggravated assault,131,2015
Rhode Island,100,Aggravated assault,49,2015
South Carolina,83,Aggravated assault,65,2015
South Dakota,92,Aggravated assault,52,2015
Tennessee,96,Aggravated assault,169,2015
Texas,98,Aggravated assault,61,2015
Utah,95,Aggravated assault,39,2015
Vermont,93,Aggravated assault,39,2015
Virginia,95,Aggravated assault,35,2015
Washington,91,Aggravated assault,76,2015
West Virginia,58,Aggravated assault,35,2015
Wisconsin,95,Aggravated assault,89,2015
Wyoming,89,Aggravated assault,73,2015
United States,83,Robbery,57,2015
Alabama,75,Robbery,37,2015
Alaska,100,Robbery,29,2015
Arizona,75,Robbery,21,2015
Arkansas,90,Robbery,27,2015
California,99,Robbery,64,2015
Colorado,94,Robbery,26,2015
Connecticut,92,Robbery,44,2015
Delaware,100,Robbery,123,2015
District of Columbia,0,Robbery,NA,2015
Florida,100,Robbery,83,2015
Georgia,76,Robbery,45,2015
Hawaii,81,Robbery,83,2015
Idaho,92,Robbery,4,2015
Illinois,22,Robbery,256,2015
Indiana,71,Robbery,54,2015
Iowa,80,Robbery,33,2015
Kansas,65,Robbery,22,2015
Kentucky,99,Robbery,42,2015
Louisiana,53,Robbery,46,2015
Maine,100,Robbery,6,2015
Maryland,76,Robbery,161,2015
Massachusetts,91,Robbery,34,2015
Michigan,93,Robbery,29,2015
Minnesota,96,Robbery,68,2015
Mississippi,40,Robbery,23,2015
Missouri,88,Robbery,52,2015
Montana,86,Robbery,5,2015
Nebraska,62,Robbery,20,2015
Nevada,100,Robbery,99,2015
New Hampshire,92,Robbery,9,2015
New Jersey,91,Robbery,73,2015
New Mexico,76,Robbery,6,2015
New York,53,Robbery,76,2015
North Carolina,69,Robbery,76,2015
North Dakota,98,Robbery,11,2015
Ohio,71,Robbery,34,2015
Oklahoma,91,Robbery,33,2015
Oregon,48,Robbery,24,2015
Pennsylvania,94,Robbery,84,2015
Rhode Island,100,Robbery,26,2015
South Carolina,83,Robbery,40,2015
South Dakota,92,Robbery,11,2015
Tennessee,96,Robbery,59,2015
Texas,98,Robbery,47,2015
Utah,95,Robbery,14,2015
Vermont,93,Robbery,6,2015
Virginia,95,Robbery,34,2015
Washington,91,Robbery,49,2015
West Virginia,58,Robbery,9,2015
Wisconsin,95,Robbery,81,2015
Wyoming,89,Robbery,11,2015
United States,83,Larceny,652,2015
Alabama,75,Larceny,430,2015
Alaska,100,Larceny,750,2015
Arizona,75,Larceny,855,2015
Arkansas,90,Larceny,755,2015
California,99,Larceny,373,2015
Colorado,94,Larceny,1029,2015
Connecticut,92,Larceny,489,2015
Delaware,100,Larceny,888,2015
District of Columbia,0,Larceny,NA,2015
Florida,100,Larceny,1006,2015
Georgia,76,Larceny,700,2015
Hawaii,81,Larceny,803,2015
Idaho,92,Larceny,866,2015
Illinois,22,Larceny,1095,2015
Indiana,71,Larceny,683,2015
Iowa,80,Larceny,1206,2015
Kansas,65,Larceny,618,2015
Kentucky,99,Larceny,418,2015
Louisiana,53,Larceny,968,2015
Maine,100,Larceny,706,2015
Maryland,76,Larceny,864,2015
Massachusetts,91,Larceny,224,2015
Michigan,93,Larceny,482,2015
Minnesota,96,Larceny,949,2015
Mississippi,40,Larceny,705,2015
Missouri,88,Larceny,852,2015
Montana,86,Larceny,917,2015
Nebraska,62,Larceny,1101,2015
Nevada,100,Larceny,677,2015
New Hampshire,92,Larceny,373,2015
New Jersey,91,Larceny,345,2015
New Mexico,76,Larceny,747,2015
New York,53,Larceny,599,2015
North Carolina,69,Larceny,805,2015
North Dakota,98,Larceny,926,2015
Ohio,71,Larceny,510,2015
Oklahoma,91,Larceny,738,2015
Oregon,48,Larceny,999,2015
Pennsylvania,94,Larceny,542,2015
Rhode Island,100,Larceny,437,2015
South Carolina,83,Larceny,820,2015
South Dakota,92,Larceny,1035,2015
Tennessee,96,Larceny,739,2015
Texas,98,Larceny,596,2015
Utah,95,Larceny,920,2015
Vermont,93,Larceny,195,2015
Virginia,95,Larceny,452,2015
Washington,91,Larceny,649,2015
West Virginia,58,Larceny,202,2015
Wisconsin,95,Larceny,1195,2015
Wyoming,89,Larceny,1033,2015
United States,83,Drug abuse,298,2015
Alabama,75,Drug abuse,61,2015
Alaska,100,Drug abuse,271,2015
Arizona,75,Drug abuse,517,2015
Arkansas,90,Drug abuse,262,2015
California,99,Drug abuse,165,2015
Colorado,94,Drug abuse,559,2015
Connecticut,92,Drug abuse,145,2015
Delaware,100,Drug abuse,412,2015
District of Columbia,0,Drug abuse,NA,2015
Florida,100,Drug abuse,340,2015
Georgia,76,Drug abuse,246,2015
Hawaii,81,Drug abuse,293,2015
Idaho,92,Drug abuse,453,2015
Illinois,22,Drug abuse,844,2015
Indiana,71,Drug abuse,218,2015
Iowa,80,Drug abuse,311,2015
Kansas,65,Drug abuse,343,2015
Kentucky,99,Drug abuse,137,2015
Louisiana,53,Drug abuse,394,2015
Maine,100,Drug abuse,366,2015
Maryland,76,Drug abuse,351,2015
Massachusetts,91,Drug abuse,34,2015
Michigan,93,Drug abuse,211,2015
Minnesota,96,Drug abuse,337,2015
Mississippi,40,Drug abuse,204,2015
Missouri,88,Drug abuse,404,2015
Montana,86,Drug abuse,292,2015
Nebraska,62,Drug abuse,802,2015
Nevada,100,Drug abuse,284,2015
New Hampshire,92,Drug abuse,490,2015
New Jersey,91,Drug abuse,374,2015
New Mexico,76,Drug abuse,402,2015
New York,53,Drug abuse,330,2015
North Carolina,69,Drug abuse,178,2015
North Dakota,98,Drug abuse,552,2015
Ohio,71,Drug abuse,186,2015
Oklahoma,91,Drug abuse,336,2015
Oregon,48,Drug abuse,792,2015
Pennsylvania,94,Drug abuse,278,2015
Rhode Island,100,Drug abuse,82,2015
South Carolina,83,Drug abuse,429,2015
South Dakota,92,Drug abuse,1146,2015
Tennessee,96,Drug abuse,352,2015
Texas,98,Drug abuse,324,2015
Utah,95,Drug abuse,444,2015
Vermont,93,Drug abuse,54,2015
Virginia,95,Drug abuse,249,2015
Washington,91,Drug abuse,212,2015
West Virginia,58,Drug abuse,130,2015
Wisconsin,95,Drug abuse,516,2015
Wyoming,89,Drug abuse,841,2015
United States,83,Weapons,56,2015
Alabama,75,Weapons,18,2015
Alaska,100,Weapons,32,2015
Arizona,75,Weapons,24,2015
Arkansas,90,Weapons,31,2015
California,99,Weapons,86,2015
Colorado,94,Weapons,59,2015
Connecticut,92,Weapons,46,2015
Delaware,100,Weapons,93,2015
District of Columbia,0,Weapons,NA,2015
Florida,100,Weapons,46,2015
Georgia,76,Weapons,54,2015
Hawaii,81,Weapons,23,2015
Idaho,92,Weapons,48,2015
Illinois,22,Weapons,262,2015
Indiana,71,Weapons,43,2015
Iowa,80,Weapons,43,2015
Kansas,65,Weapons,21,2015
Kentucky,99,Weapons,22,2015
Louisiana,53,Weapons,87,2015
Maine,100,Weapons,9,2015
Maryland,76,Weapons,102,2015
Massachusetts,91,Weapons,29,2015
Michigan,93,Weapons,31,2015
Minnesota,96,Weapons,75,2015
Mississippi,40,Weapons,74,2015
Missouri,88,Weapons,52,2015
Montana,86,Weapons,10,2015
Nebraska,62,Weapons,40,2015
Nevada,100,Weapons,42,2015
New Hampshire,92,Weapons,6,2015
New Jersey,91,Weapons,74,2015
New Mexico,76,Weapons,47,2015
New York,53,Weapons,42,2015
North Carolina,69,Weapons,92,2015
North Dakota,98,Weapons,34,2015
Ohio,71,Weapons,33,2015
Oklahoma,91,Weapons,52,2015
Oregon,48,Weapons,32,2015
Pennsylvania,94,Weapons,74,2015
Rhode Island,100,Weapons,89,2015
South Carolina,83,Weapons,81,2015
South Dakota,92,Weapons,37,2015
Tennessee,96,Weapons,65,2015
Texas,98,Weapons,23,2015
Utah,95,Weapons,62,2015
Vermont,93,Weapons,15,2015
Virginia,95,Weapons,36,2015
Washington,91,Weapons,44,2015
West Virginia,58,Weapons,18,2015
Wisconsin,95,Weapons,127,2015
Wyoming,89,Weapons,41,2015
United States,86,Aggravated assault,85,2016
Alabama,78,Aggravated assault,42,2016
Alaska,100,Aggravated assault,191,2016
Arizona,92,Aggravated assault,91,2016
Arkansas,93,Aggravated assault,94,2016
California,99,Aggravated assault,100,2016
Colorado,90,Aggravated assault,88,2016
Connecticut,99,Aggravated assault,62,2016
Delaware,100,Aggravated assault,229,2016
District of Columbia,0,Aggravated assault,NA,2016
Florida,100,Aggravated assault,108,2016
Georgia,79,Aggravated assault,73,2016
Hawaii,100,Aggravated assault,61,2016
Idaho,79,Aggravated assault,55,2016
Illinois,22,Aggravated assault,85,2016
Indiana,65,Aggravated assault,92,2016
Iowa,90,Aggravated assault,140,2016
Kansas,60,Aggravated assault,56,2016
Kentucky,100,Aggravated assault,29,2016
Louisiana,89,Aggravated assault,194,2016
Maine,100,Aggravated assault,20,2016
Maryland,86,Aggravated assault,150,2016
Massachusetts,94,Aggravated assault,104,2016
Michigan,98,Aggravated assault,75,2016
Minnesota,95,Aggravated assault,79,2016
Mississippi,46,Aggravated assault,20,2016
Missouri,95,Aggravated assault,85,2016
Montana,99,Aggravated assault,61,2016
Nebraska,90,Aggravated assault,27,2016
Nevada,100,Aggravated assault,205,2016
New Hampshire,96,Aggravated assault,35,2016
New Jersey,98,Aggravated assault,77,2016
New Mexico,72,Aggravated assault,131,2016
New York,54,Aggravated assault,78,2016
North Carolina,62,Aggravated assault,58,2016
North Dakota,99,Aggravated assault,61,2016
Ohio,77,Aggravated assault,35,2016
Oklahoma,95,Aggravated assault,70,2016
Oregon,91,Aggravated assault,59,2016
Pennsylvania,92,Aggravated assault,124,2016
Rhode Island,100,Aggravated assault,55,2016
South Carolina,97,Aggravated assault,68,2016
South Dakota,91,Aggravated assault,110,2016
Tennessee,97,Aggravated assault,148,2016
Texas,97,Aggravated assault,66,2016
Utah,92,Aggravated assault,38,2016
Vermont,56,Aggravated assault,29,2016
Virginia,98,Aggravated assault,32,2016
Washington,89,Aggravated assault,62,2016
West Virginia,68,Aggravated assault,30,2016
Wisconsin,98,Aggravated assault,90,2016
Wyoming,94,Aggravated assault,30,2016
United States,86,Robbery,59,2016
Alabama,78,Robbery,28,2016
Alaska,100,Robbery,44,2016
Arizona,92,Robbery,49,2016
Arkansas,93,Robbery,31,2016
California,99,Robbery,64,2016
Colorado,90,Robbery,24,2016
Connecticut,99,Robbery,45,2016
Delaware,100,Robbery,129,2016
District of Columbia,0,Robbery,NA,2016
Florida,100,Robbery,82,2016
Georgia,79,Robbery,57,2016
Hawaii,100,Robbery,56,2016
Idaho,79,Robbery,5,2016
Illinois,22,Robbery,220,2016
Indiana,65,Robbery,64,2016
Iowa,90,Robbery,37,2016
Kansas,60,Robbery,17,2016
Kentucky,100,Robbery,49,2016
Louisiana,89,Robbery,76,2016
Maine,100,Robbery,6,2016
Maryland,86,Robbery,204,2016
Massachusetts,94,Robbery,30,2016
Michigan,98,Robbery,28,2016
Minnesota,95,Robbery,66,2016
Mississippi,46,Robbery,57,2016
Missouri,95,Robbery,57,2016
Montana,99,Robbery,8,2016
Nebraska,90,Robbery,29,2016
Nevada,100,Robbery,123,2016
New Hampshire,96,Robbery,20,2016
